Quotation date,Customer name,Channel (B2B or B2C),product_code,Odoo sales order,WAYAKIT Product name,Generic product type,Subindustry,Industry,Volume (L),Cost per unit (SAR),Predicted model price per unit (SAR),Predicted price per mL,Prediction message,Prediction case,Quoted quantity,quoted_price,Total quoted price (SAR),Quoted unit profit (SAR),Quoted margin (%),Price per liter,Total volume [L],Total profit,Absolute price difference (Quoted-Predicted),Percentage price difference (quoted/predicted),Notes about prediction vs quoted,"Accepted quoted price by client (Yes, No, Pending)",Confirmed order,Invoice date,Sold quantity,Sold price per unit (SAR),Total sold price (SAR),Sold unit profit (SAR),Sold margin (%),Absolute price difference (Sold-Predicted),Percentage price difference (sold/predicted),suggested_price,percentage_difference,Luisa_Javier_Prediction_Note
1/18/2024,White Space,B2B,FP-FMN-01000,S00421,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [700 mL],Disinfectant and cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 9.66 , SAR 0.014 ,Price based on direct competition - Price viable with 108.1% profit margin,1,28.0,13.69, SAR 383.32 , SAR 9.05 ,66%, SAR 19.56 , 19.6 , SAR 253.37 , SAR 4.03 ,42%,Well prediction,Yes,Yes,1/18/2024,28.0, SAR 13.69 , SAR 383.32 , SAR 9.05 ,66%, SAR 4.03 ,42%,15.67,-0.12635609444798981,Wrong prediction
1/18/2024,White Space,B2B,FP-FMN-01001,S00421,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,15.0,69.55," SAR 1,043.25 ", SAR 54.39 ,78%, SAR 17.39 , 60.0 , SAR 815.85 , SAR 14.35 ,26%,Well prediction,Yes,Yes,1/18/2024,15.0, SAR 69.55 ," SAR 1,043.25 ", SAR 54.39 ,78%, SAR 14.35 ,26%,57.42,0.21125043538836633,Well prediction
1/18/2024,White Space,B2B,FP-FMN-01600,S00421,WAYAKIT GreenTech Facilities Management Streak-free glass cleaner for large window areas [700 mL],Glass cleaner,Facilities management,Facilities management,0.7, SAR 4.91 , SAR 12.04 , SAR 0.017 ,Price based on direct competition - Price viable with 145.4% profit margin,1,12.0,10.5, SAR 126.00 , SAR 5.59 ,53%, SAR 15.00 , 8.4 , SAR 67.12 , SAR (1.54),-13%,Wrong prediction,Yes,Yes,1/18/2024,12.0, SAR 10.50 , SAR 126.00 , SAR 5.59 ,53%, SAR (1.54),-13%,9.87,0.06382978723404263,Well prediction
1/18/2024,White Space,B2B,FP-FMN-00200,S00421,WAYAKIT GreenTech Facilities Management Wood furniture cleaner [700 mL],Furniture polish,Facilities management,Facilities management,0.7, SAR 11.49 , SAR 24.19 , SAR 0.035 ,Price based on direct competition - Price viable with 110.5% profit margin,1,4.0,14.4, SAR 57.60 , SAR 2.91 ,20%, SAR 20.57 , 2.8 , SAR 11.64 , SAR (9.79),-40%,Wrong prediction,Yes,Yes,1/18/2024,4.0, SAR 14.40 , SAR 57.60 , SAR 2.91 ,20%, SAR (9.79),-40%,9.86,0.4604462474645032,Well prediction
1/18/2024,White Space,B2B,FP-FMN-00401,S00421,WAYAKIT GreenTech Facilities Management Hard floor polish [4 L],Floor polish,Facilities management,Facilities management,4.0, SAR 54.29 , SAR 328.04 , SAR 0.082 ,"Price based on median generic product type - B2B: 0.0820 SAR/ml = 328.04 SAR, B2C: 0.1152 SAR/ml = 460.72 SAR. Price viable with 504.2% profit margin",3,1.0,125.71, SAR 125.71 , SAR 71.42 ,57%, SAR 31.43 , 4.0 , SAR 71.42 , SAR (202.33),-62%,Wrong prediction,Yes,Yes,1/18/2024,1.0, SAR 125.71 , SAR 125.71 , SAR 71.42 ,57%, SAR (202.33),-62%,100.01,0.2569743025697429,Well prediction
9/5/2023,White Space,B2B,FP-FMN-01001,S00294,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,20.0,173.89," SAR 3,477.80 ", SAR 158.73 ,91%, SAR 43.47 , 80.0 ," SAR 3,174.60 ", SAR 118.69 ,215%,Wrong prediction,Yes,Yes,9/5/2023,20.0, SAR 173.89 ," SAR 3,477.80 ", SAR 158.73 ,91%, SAR 118.69 ,215%,57.42,2.0283873214907695,Wrong prediction
6/22/2025,Saudia Ground Services,B2B,FP-AVI-00403,S00876,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1862.0,245.88," SAR 457,828.56 ", SAR 190.19 ,77%, SAR 29.27 ," 15,640.8 "," SAR 354,130.06 ", SAR -   ,0%,Well prediction,Yes,Yes,6/22/2025,1862.0, SAR 245.88 ," SAR 457,828.56 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
4/16/2025,Saudia Ground Services,B2B,FP-AVI-00403,S00811,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1861.0,245.88," SAR 457,582.68 ", SAR 190.19 ,77%, SAR 29.27 ," 15,632.4 "," SAR 353,939.87 ", SAR -   ,0%,Well prediction,Yes,Yes,4/16/2025,1861.0, SAR 245.88 ," SAR 457,582.68 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
1/15/2025,Saudia Ground Services,B2B,FP-AVI-00403,S00713,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1580.0,245.88," SAR 388,490.40 ", SAR 190.19 ,77%, SAR 29.27 ," 13,272.0 "," SAR 300,497.04 ", SAR -   ,0%,Well prediction,Yes,Yes,1/15/2025,1580.0, SAR 245.88 ," SAR 388,490.40 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
8/24/2024,Saudia Ground Services,B2B,FP-AVI-00403,S00503,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1482.0,245.88," SAR 364,394.16 ", SAR 190.19 ,77%, SAR 29.27 ," 12,448.8 "," SAR 281,858.62 ", SAR -   ,0%,Well prediction,Yes,Yes,8/24/2024,1482.0, SAR 245.88 ," SAR 364,394.16 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
4/2/2024,Saudia Ground Services,B2B,FP-AVI-00403,S00456,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1544.0,245.88," SAR 379,638.72 ", SAR 190.19 ,77%, SAR 29.27 ," 12,969.6 "," SAR 293,650.27 ", SAR -   ,0%,Well prediction,Yes,Yes,4/2/2024,1544.0, SAR 245.88 ," SAR 379,638.72 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
3/20/2024,Saudia Ground Services,B2B,FP-AVI-00402,S00449,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [20 L],Disinfectant and cleaner,Aviation,Transportation,20.0, SAR 40.44 , SAR 585.43 , SAR 0.029 ,Price based on direct competition - Price viable with 1347.6% profit margin,1,110.0,584.74," SAR 64,321.40 ", SAR 544.30 ,93%, SAR 29.24 ," 2,200.0 "," SAR 59,873.00 ", SAR (0.69),0%,Well prediction,Yes,Yes,3/20/2024,110.0, SAR 584.74 ," SAR 64,321.40 ", SAR 544.30 ,93%, SAR (0.69),0%,873.64,-0.33068540817728126,Wrong prediction
2/26/2024,Saudia Ground Services,B2B,FP-AVI-00403,S00437,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,11.0,245.88," SAR 2,704.68 ", SAR 190.19 ,77%, SAR 29.27 , 92.4 ," SAR 2,092.07 ", SAR -   ,0%,Well prediction,Yes,Yes,2/26/2024,11.0, SAR 245.88 ," SAR 2,704.68 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
2/26/2024,Saudia Ground Services,B2B,FP-AVI-00402,S00437,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [20 L],Disinfectant and cleaner,Aviation,Transportation,20.0, SAR 40.44 , SAR 585.43 , SAR 0.029 ,Price based on direct competition - Price viable with 1347.6% profit margin,1,21.0,573.72," SAR 12,048.12 ", SAR 533.28 ,93%, SAR 28.69 , 420.0 ," SAR 11,198.88 ", SAR (11.71),-2%,Well prediction,Yes,Yes,2/26/2024,21.0, SAR 573.72 ," SAR 12,048.12 ", SAR 533.28 ,93%, SAR (11.71),-2%,873.64,-0.3432992994826244,Wrong prediction
3/29/2023,Saudia Ground Services,B2B,FP-AVI-00403,S00292,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1400.0,245.88," SAR 344,232.00 ", SAR 190.19 ,77%, SAR 29.27 ," 11,760.0 "," SAR 266,263.20 ", SAR -   ,0%,Well prediction,Yes,Yes,3/29/2023,1400.0, SAR 245.88 ," SAR 344,232.00 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
3/29/2023,Saudia Ground Services,B2B,FP-AVI-00403,S00292,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1016.0,245.88," SAR 249,814.08 ", SAR 190.19 ,77%, SAR 29.27 ," 8,534.4 "," SAR 193,231.01 ", SAR -   ,0%,Well prediction,Yes,Yes,3/29/2023,1016.0, SAR 245.88 ," SAR 249,814.08 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
3/29/2023,Saudia Ground Services,B2B,FP-AVI-00403,S00292,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1016.0,245.88," SAR 249,814.08 ", SAR 190.19 ,77%, SAR 29.27 ," 8,534.4 "," SAR 193,231.01 ", SAR -   ,0%,Well prediction,Yes,Yes,3/29/2023,1016.0, SAR 245.88 ," SAR 249,814.08 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
3/29/2023,Saudia Ground Services,B2B,FP-AVI-00403,S00292,WAYAKIT GreenTech Aviation Broad-spectrum disinfectant and cleaner for surfaces [Box of 12 units 700 mL],Disinfectant and cleaner,Aviation,Transportation,8.4, SAR 55.69 , SAR 245.88 , SAR 0.029 ,Price based on direct competition - Price viable with 341.5% profit margin,1,1015.0,245.88," SAR 249,568.20 ", SAR 190.19 ,77%, SAR 29.27 ," 8,526.0 "," SAR 193,040.82 ", SAR -   ,0%,Well prediction,Yes,Yes,3/29/2023,1015.0, SAR 245.88 ," SAR 249,568.20 ", SAR 190.19 ,77%, SAR -   ,0%,248.7,-0.011338962605548827,Well prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-01501,,WAYAKIT GreenTech Food Services Stainless steel polish for equipment and fixtures [4 L],Stainless steel cleaner,Restaurants,Horeca,4.0, SAR 15.14 , SAR 108.45 , SAR 0.027 ,"Price based on median generic product type - B2B: 0.0271 SAR/ml = 108.45 SAR, B2C: 0.0831 SAR/ml = 332.41 SAR. Price viable with 616.2% profit margin",3,17.0,52.34, SAR 889.78 , SAR 37.20 ,71%, SAR 13.09 , 68.0 , SAR 632.37 , SAR (56.11),-52%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.1136325148179508,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00102,,WAYAKIT GreenTech Food Services Food-grade sanitizer for countertops and prep areas [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 302.60 , SAR 0.015 ,Price based on direct competition - Price viable with 648.3% profit margin,1,50.0,185.68," SAR 9,284.00 ", SAR 145.24 ,78%, SAR 9.28 ," 1,000.0 "," SAR 7,262.00 ", SAR (116.92),-39%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.33631197054723516,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-02101,,WAYAKIT GreenTech Food Services Hand soap [4 L],Hand soap,Restaurants,Horeca,4.0, SAR 14.64 , SAR 42.50 , SAR 0.011 ,Price based on direct competition - Price viable with 190.3% profit margin,1,22.0,31.4, SAR 690.80 , SAR 16.76 ,53%, SAR 7.85 , 88.0 , SAR 368.72 , SAR (11.10),-26%,Wrong prediction,Pending,,,,,  ,  ,,  ,,59.05,-0.46824724809483487,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,40.0,178.09," SAR 7,123.60 ", SAR 143.60 ,81%, SAR 8.90 , 800.0 ," SAR 5,744.00 ", SAR (37.81),-18%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.36344139829145367,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,40.0,178.09," SAR 7,123.60 ", SAR 143.60 ,81%, SAR 8.90 , 800.0 ," SAR 5,744.00 ", SAR (37.81),-18%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.36344139829145367,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,40.0,178.09," SAR 7,123.60 ", SAR 143.60 ,81%, SAR 8.90 , 800.0 ," SAR 5,744.00 ", SAR (37.81),-18%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.36344139829145367,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,40.0,178.09," SAR 7,123.60 ", SAR 143.60 ,81%, SAR 8.90 , 800.0 ," SAR 5,744.00 ", SAR (37.81),-18%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.36344139829145367,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00202,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 650.00 , SAR 0.033 ,Price based on direct competition - Price viable with 1507.3% profit margin,1,28.0,184.36," SAR 5,162.08 ", SAR 143.92 ,78%, SAR 9.22 , 560.0 ," SAR 4,029.76 ", SAR (465.64),-72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.34103013189405573,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00202,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 650.00 , SAR 0.033 ,Price based on direct competition - Price viable with 1507.3% profit margin,1,28.0,184.36," SAR 5,162.08 ", SAR 143.92 ,78%, SAR 9.22 , 560.0 ," SAR 4,029.76 ", SAR (465.64),-72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.34103013189405573,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00202,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 650.00 , SAR 0.033 ,Price based on direct competition - Price viable with 1507.3% profit margin,1,28.0,184.36," SAR 5,162.08 ", SAR 143.92 ,78%, SAR 9.22 , 560.0 ," SAR 4,029.76 ", SAR (465.64),-72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.34103013189405573,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-00202,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 650.00 , SAR 0.033 ,Price based on direct competition - Price viable with 1507.3% profit margin,1,28.0,184.36," SAR 5,162.08 ", SAR 143.92 ,78%, SAR 9.22 , 560.0 ," SAR 4,029.76 ", SAR (465.64),-72%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.34103013189405573,Wrong prediction
8/3/2025,Hospitality Ventures,B2B,FP-RES-01802,,WAYAKIT GreenTech Food Services Manual dishwashing soap [20 L],Dishwashing soap,Restaurants,Horeca,20.0, SAR 103.72 , SAR 291.63 , SAR 0.015 ,Price based on direct competition - Price viable with 181.2% profit margin,1,41.0,154.81," SAR 6,347.21 ", SAR 51.09 ,33%, SAR 7.74 , 820.0 ," SAR 2,094.69 ", SAR (136.82),-47%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.44665260749901703,Wrong prediction
8/6/2025,Mars,B2B,FP-RES-00202,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [20 L],Disinfectant and cleaner,Restaurants,Horeca,20.0, SAR 40.44 , SAR 650.00 , SAR 0.033 ,Price based on direct competition - Price viable with 1507.3% profit margin,1,80.0,176.32," SAR 14,105.60 ", SAR 135.88 ,77%, SAR 8.82 ," 1,600.0 "," SAR 10,870.40 ", SAR (473.68),-73%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.3697680237337813,Wrong prediction
8/6/2025,Mars,B2B,FP-RES-00702,,WAYAKIT GreenTech Food Services Heavy-duty kitchen degreaser for grills and hoods [20 L],Degreaser,Restaurants,Horeca,20.0, SAR 34.49 , SAR 215.90 , SAR 0.011 ,Price based on direct competition - Price viable with 526.0% profit margin,1,60.0,169.34," SAR 10,160.40 ", SAR 134.85 ,80%, SAR 8.47 ," 1,200.0 "," SAR 8,091.00 ", SAR (46.56),-22%,Wrong prediction,Pending,,,,,  ,  ,,  ,,279.77,-0.39471708903742353,Wrong prediction
8/6/2025,Mars,B2B,FP-RES-00201,,WAYAKIT GreenTech Food Services No-rinse disinfectant for quick cleaning [4 L],Disinfectant and cleaner,Restaurants,Horeca,4.0, SAR 15.16 , SAR 130.00 , SAR 0.033 ,Price based on direct competition - Price viable with 757.5% profit margin,1,624.0,34.05," SAR 21,247.20 ", SAR 18.89 ,55%, SAR 8.51 ," 2,496.0 "," SAR 11,787.36 ", SAR (95.95),-74%,Wrong prediction,Pending,,,,,  ,  ,,  ,,60.59,-0.4380260769103813,Wrong prediction
8/6/2025,Mars,B2B,FP-RES-02201,,WAYAKIT GreenTech Food Services Gel hand sanitizer [4 L],Hand sanitizer,Restaurants,Horeca,4.0, SAR 55.24 , SAR 71.81 , SAR 0.018 ,"Price based on median generic product type - B2B: 0.0135 SAR/ml = 54.00 SAR, B2C: 0.0540 SAR/ml = 215.90 SAR. Low predicted price. Using minimum viable price with 30% profit margin.",3,152.0,83.7," SAR 12,722.40 ", SAR 28.46 ,34%, SAR 20.93 , 608.0 ," SAR 4,325.92 ", SAR 11.89 ,17%,Well prediction,Pending,,,,,  ,  ,,  ,,89.41,-0.06386310256123469,Wrong prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-01004,S00975,WAYAKIT GreenTech Facilities Management Concentrated broad-spectrum disinfectant for surfaces and touchpoints [700 mL],Disinfectant and cleaner,Facilities management,Facilities management,0.7, SAR 13.02 , SAR 16.93 , SAR 0.024 ,Price based on direct competition - Low predicted price. Using minimum viable price with 30% profit margin.,1,2.0,34.51, SAR 69.02 , SAR 21.49 ,62%, SAR 49.30 , 1.4 , SAR 42.98 , SAR 17.58 ,104%,Wrong prediction,Yes,Yes,8/11/2025,2.0, SAR 34.51 , SAR 69.02 , SAR 21.49 ,62%, SAR 17.58 ,104%,34.12,0.011430246189917954,Well prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-00700,S00975,WAYAKIT GreenTech Facilities Management Stain spot remover [700 mL],Stain remover,Facilities management,Facilities management,0.7, SAR 12.22 , SAR 43.47 , SAR 0.062 ,"Price based on median generic product type - B2B: 0.0621 SAR/ml = 43.47 SAR, B2C: 0.0854 SAR/ml = 59.79 SAR. Price viable with 255.7% profit margin",3,2.0,19.25, SAR 38.50 , SAR 7.03 ,37%, SAR 27.50 , 1.4 , SAR 14.06 , SAR (24.22),-56%,Wrong prediction,Yes,Yes,8/11/2025,2.0, SAR 19.25 , SAR 38.50 , SAR 7.03 ,37%, SAR (24.22),-56%,17.09,0.12638970157987128,Well prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-01001,S00975,WAYAKIT GreenTech Facilities Management Broad-spectrum disinfectant for surfaces and touchpoints [4 L],Disinfectant and cleaner,Facilities management,Facilities management,4.0, SAR 15.16 , SAR 55.20 , SAR 0.014 ,Price based on direct competition - Price viable with 264.1% profit margin,1,1.0,77.66, SAR 77.66 , SAR 62.50 ,80%, SAR 19.42 , 4.0 , SAR 62.50 , SAR 22.46 ,41%,Well prediction,Yes,Yes,8/11/2025,1.0, SAR 77.66 , SAR 77.66 , SAR 62.50 ,80%, SAR 22.46 ,41%,57.42,0.3524904214559386,Well prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-00701,S00975,WAYAKIT GreenTech Facilities Management Stain spot remover [4 L],Stain remover,Facilities management,Facilities management,4.0, SAR 58.48 , SAR 248.40 , SAR 0.062 ,"Price based on median generic product type - B2B: 0.0621 SAR/ml = 248.40 SAR, B2C: 0.0854 SAR/ml = 341.67 SAR. Price viable with 324.8% profit margin",3,1.0,79.56, SAR 79.56 , SAR 21.08 ,27%, SAR 19.89 , 4.0 , SAR 21.08 , SAR (168.84),-68%,Wrong prediction,Yes,Yes,8/11/2025,1.0, SAR 79.56 , SAR 79.56 , SAR 21.08 ,27%, SAR (168.84),-68%,77.43,0.02750871755133663,Well prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-02300,S00975,WAYAKIT GreenTech Facilities Management Stainless steel polish and cleaner for fixtures and fittings [700 mL],Stainless steel cleaner,Facilities management,Facilities management,0.7, SAR 4.64 , SAR 21.96 , SAR 0.031 ,Price based on direct competition - Price viable with 373.6% profit margin,1,2.0,37.68, SAR 75.36 , SAR 33.04 ,88%, SAR 53.83 , 1.4 , SAR 66.08 , SAR 15.72 ,72%,Wrong prediction,Yes,Yes,8/11/2025,2.0, SAR 37.68 , SAR 75.36 , SAR 33.04 ,88%, SAR 15.72 ,72%,35.81,0.05222005026528895,Well prediction
8/10/2025,Prince Sultan Academy,B2B,FP-FMN-02301,S00975,WAYAKIT GreenTech Facilities Management Stainless steel polish and cleaner for fixtures and fittings [4 L],Stainless steel cleaner,Facilities management,Facilities management,4.0, SAR 15.14 , SAR 125.51 , SAR 0.031 ,Price based on direct competition - Price viable with 728.9% profit margin,1,1.0,84.22, SAR 84.22 , SAR 69.08 ,82%, SAR 21.06 , 4.0 , SAR 69.08 , SAR (41.29),-33%,Wrong prediction,Yes,Yes,8/11/2025,1.0, SAR 84.22 , SAR 84.22 , SAR 69.08 ,82%, SAR (41.29),-33%,83.57,0.007777910733516881,Well prediction
